,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname,y_pred
34940,The Student,2016,118,Drama,1,actor,6.9,5440,Pyotr Skvortsov,3
34941,The Student,2016,118,Drama,2,actress,6.9,5440,Viktoriya Isakova,3
34960,Nocturne,2016,90,Horror,1,actress,4.6,755,Clare Niederpruem,0
34961,Nocturne,2016,90,Horror,2,actress,4.6,755,Hailey Nebeker,0
34962,Manifesto,2015,80,Drama,1,actor,5.7,10,Gabriel Miller,7
34963,Manifesto,2015,80,Drama,2,actress,5.7,10,Varda Appleton,5
34996,Motherland,2015,93,Drama,1,actress,6.4,876,Esra Bezen Bilgin,5
34997,Motherland,2015,93,Drama,2,actress,6.4,876,Nihal G. Koldas,5
35020,Anna,2015,110,Drama,1,actress,6.1,425,Valeria Golino,5
35021,Anna,2015,110,Drama,2,actor,6.1,425,Massimiliano Gallo,3
35024,Rebirth,2016,100,Thriller,1,actor,4.9,5172,Fran Kranz,0
35025,Rebirth,2016,100,Thriller,2,actor,4.9,5172,Adam Goldberg,0
35030,The Wretched,2016,95,Horror,1,actress,8.2,10,Tynan Elizabeth Whitestead,5
35031,The Wretched,2016,95,Horror,2,actress,8.2,10,Elle Rivers,5
35036,Distance,2015,108,Drama,1,actress,5.9,169,Chayanit Chansangavej,5
35037,Distance,2015,108,Drama,2,actor,5.9,169,Bo-lin Chen,7
35040,Mountain,2016,105,Drama,1,actor,6.2,165,Andrea Sartoretti,7
35041,Mountain,2016,105,Drama,2,actress,6.2,165,Claudia Potenza,5
35058,Entanglement,2015,88,Drama,1,actor,3.5,87,Muhammet Uzuner,0
35059,Entanglement,2015,88,Drama,2,actress,3.5,87,Defne Halman,0
35076,Mountain,2015,83,Drama,1,actress,6.4,280,Shani Klein,5
35077,Mountain,2015,83,Drama,2,actor,6.4,280,Avshalom Pollak,7
35078,Nowhere,2016,104,Drama,1,actor,5.6,263,Ludwig Trepte,7
35079,Nowhere,2016,104,Drama,2,actress,5.6,263,Saskia Rosendahl,5
35084,Little Men,2016,85,Drama,1,actor,6.7,7327,Greg Kinnear,7
35085,Little Men,2016,85,Drama,2,actress,6.7,7327,Jennifer Ehle,5
35090,Gift,2018,88,Drama,1,actress,5.4,5,Emma Barnett,5
35091,Gift,2018,88,Drama,2,actress,5.4,5,Elyse Dufour,5
35106,Restoration,2016,93,Drama,1,actor,7.8,50,Ken Stewart,7
35107,Restoration,2016,93,Drama,2,actress,7.8,50,Victoria Anastasi,5
35108,We Are Family,2016,99,Comedy,1,actress,6.1,1102,Julie Gayet,5
35109,We Are Family,2016,99,Comedy,2,actor,6.1,1102,Thierry Neuvic,7
35134,The Darkness,2016,92,Thriller,1,actor,5.6,637,Brontis Jodorowsky,7
35135,The Darkness,2016,92,Thriller,2,actor,5.6,637,Aliocha Sotnikoff,7
35156,Secret,2015,102,Drama,1,actor,5.8,259,Ilhan Sesen,7
35157,Secret,2015,102,Drama,2,actor,5.8,259,Settar Tanriögen,7
35158,Seven Days,2015,73,Drama,1,actor,6.3,42,Deshun Wang,7
35159,Seven Days,2015,73,Drama,2,actor,6.3,42,Shiwenqi Wang,7
35180,The Basement,2017,82,Horror,1,actress,3.1,462,Caroline Boulton,0
35181,The Basement,2017,82,Horror,2,actress,3.1,462,Réka Lukács,0
35198,Thirst,2015,90,Drama,1,actress,6.8,333,Monika Naydenova,5
35199,Thirst,2015,90,Drama,2,actor,6.8,333,Alexander Benev,7
35234,The Patriarch,2016,94,Comedy,1,actress,6.9,1243,Zamia Fandiño,5
35235,The Patriarch,2016,94,Comedy,2,actor,6.9,1243,Arturo Barba,7
35278,Moonlight,2016,111,Drama,1,actor,7.4,298692,Mahershala Ali,2
35279,Moonlight,2016,111,Drama,2,actress,7.4,298692,Naomie Harris,2
35286,Goliath,2017,85,Drama,1,actor,6.1,238,Sven Schelker,7
35287,Goliath,2017,85,Drama,2,actress,6.1,238,Jasna Fritzi Bauer,5
35369,Afterparty,2016,80,Drama,1,actress,5.7,73,Marte Germaine Christensen,5
35370,Afterparty,2016,80,Drama,2,actor,5.7,73,Benjamin Helstad,7
35419,The Family,2015,280,Drama,1,actress,8.6,53,Shoufang Deng,6
35420,The Family,2015,280,Drama,2,actor,8.6,53,Lijie Liu,6
35433,4 Kings,2015,98,Drama,1,actress,6.7,1050,Paula Beer,5
35434,4 Kings,2015,98,Drama,2,actress,6.7,1050,Jella Haase,5
35435,Nocturne,2016,75,Drama,1,actor,5.5,37,Owen Teale,7
35436,Nocturne,2016,75,Drama,2,actor,5.5,37,Sacha Alexander,7
35449,Fall,2015,90,Drama,1,actor,6.2,7,Charlie Barbera,7
35450,Fall,2015,90,Drama,2,actor,6.2,7,Diego Cruz,7
35533,The Cult,2015,70,Sci-Fi,1,actor,6.1,67,Sócrates Alexandre,7
35534,The Cult,2015,70,Sci-Fi,2,actor,6.1,67,Felipe Araújo,7
35577,Cinderella,2015,113,Fantasy,1,actor,8.1,13,Nakti Atharva,3
35578,Cinderella,2015,113,Fantasy,2,actor,8.1,13,Rupesh Bane,3
35647,Secrets,2017,117,Drama,1,actor,5.9,170,Harold House Moore,3
35648,Secrets,2017,117,Drama,2,actress,5.9,170,Denyce Lawton,3
35655,Still Life,2016,82,Drama,1,actor,6.5,120,Boston,7
35656,Still Life,2016,82,Drama,2,actor,6.5,120,Virgile Hanrot,7
35705,Waves,2016,71,Drama,1,actor,5.3,56,Daniel Furmaniak,7
35706,Waves,2016,71,Drama,2,actress,5.3,56,Anna Kesek,5
35707,Consequence,2015,81,Drama,1,actress,8.0,10,Hannah Kobrin,5
35708,Consequence,2015,81,Drama,2,actress,8.0,10,Haley Nemeth,5
35735,M,2017,100,Drama,1,actress,6.4,447,Sara Forestier,5
35736,M,2017,100,Drama,2,actor,6.4,447,Redouanne Harjane,7
35750,Hunger,2015,90,Drama,1,actor,7.5,44,Jean-Claude Bernardet,7
35751,Hunger,2015,90,Drama,2,actor,7.5,44,Francis Vogner Dos Reis,7
35752,Deceitful,2016,83,Action,1,actor,8.3,29,Michael James Alexander,7
35753,Deceitful,2016,83,Action,2,actress,8.3,29,Calhoun Koenig,5
35783,First Love,2019,80,Drama,1,actor,6.8,43,Aaron Costa Ganis,7
35784,First Love,2019,80,Drama,2,actress,6.8,43,Annie Heise,5
35805,The Land,2016,104,Drama,1,actor,6.4,1729,Jorge Lendeborg Jr.,7
35806,The Land,2016,104,Drama,2,actor,6.4,1729,Moises Arias,7
35817,Release,2017,88,Drama,1,actor,6.6,13,J.R. Adduci,7
35818,Release,2017,88,Drama,2,actor,6.6,13,Daniel Collins,7
35848,Night Shift,2015,98,Drama,1,actor,4.7,284,Mohammad Reza Forutan,0
35849,Night Shift,2015,98,Drama,2,actress,4.7,284,Leyla Zareh,5
35872,The Salesman,2016,124,Drama,1,actor,7.7,59356,Shahab Hosseini,3
35873,The Salesman,2016,124,Drama,2,actress,7.7,59356,Taraneh Alidoosti,3
35880,Tenderness,2016,82,Drama,1,actress,3.8,35,Paulina Galazka,0
35881,Tenderness,2016,82,Drama,2,actor,3.8,35,Bartosz Szpak,0
35914,Columbus,2015,127,Comedy,1,actor,6.6,121,Sumanth Ashwin,3
35915,Columbus,2015,127,Comedy,2,actor,6.6,121,Roshan Basheer,3
35932,Cargo,2017,112,Drama,1,actor,6.8,83,Warren Brown,3
35933,Cargo,2017,112,Drama,2,actress,6.8,83,Gessica Geneus,3
35934,Burnout,2017,112,Drama,1,actress,5.5,355,Morjana Alaoui,5
35935,Burnout,2017,112,Drama,2,actress,5.5,355,Sarah Perles,5
35954,Let's Talk,2015,101,Comedy,1,actor,6.2,433,Fabrizio Bentivoglio,7
35955,Let's Talk,2015,101,Comedy,2,actress,6.2,433,Isabella Ragonese,5
35982,Dead Sexy,2018,83,Comedy,1,actress,3.9,2704,Alexandra Corin Johnston,0
35983,Dead Sexy,2018,83,Comedy,2,actress,3.9,2704,Jacqi Vene,0
36058,The Yellow Wallpaper,2016,80,Drama,1,actor,6.9,33,James Carpenter,7
36059,The Yellow Wallpaper,2016,80,Drama,2,actress,6.9,33,Katherine Celio,5
36062,Tracks,2018,86,Comedy,1,actress,5.6,142,April Pearson,5
36063,Tracks,2018,86,Comedy,2,actor,5.6,142,Chris Willoughby,7
36120,Our Time,2018,177,Drama,1,actress,6.9,1798,Natalia López,6
36121,Our Time,2018,177,Drama,2,actor,6.9,1798,Phil Burgers,6
36188,10,2015,90,Thriller,1,actor,7.1,19,Patrick Burnett,7
36189,10,2015,90,Thriller,2,actor,7.1,19,James J. Coker,7
36190,Lift,2018,101,Comedy,1,actor,7.6,41,Ilia Volok,7
36191,Lift,2018,101,Comedy,2,actress,7.6,41,Omono Okojie,5
36270,Blind Spot,2015,92,Thriller,1,actor,6.4,80,Marc Ma,7
36271,Blind Spot,2015,92,Thriller,2,actress,6.4,80,Xin Wu,5
36274,A Cold Day in Hell,2015,72,Drama,1,actor,7.6,12,Bob Roberts,7
36275,A Cold Day in Hell,2015,72,Drama,2,actress,7.6,12,Kaylee Steen,5
36297,Snapshots,2018,95,Drama,1,actress,7.0,1946,Piper Laurie,5
36298,Snapshots,2018,95,Drama,2,actress,7.0,1946,Brooke Adams,5
36356,Metamorphosis,2015,103,Drama,1,actor,6.3,68,Egor Koreshkov,7
36357,Metamorphosis,2015,103,Drama,2,actor,6.3,68,Vasilisa Bernaskoni,7
36381,The Midwife,2017,117,Drama,1,actress,6.7,2780,Catherine Deneuve,3
36382,The Midwife,2017,117,Drama,2,actress,6.7,2780,Catherine Frot,3
36602,Dog Days,2016,95,Drama,1,actress,7.5,67,Lu Huang,5
36603,Dog Days,2016,95,Drama,2,actor,7.5,67,Lanshan Luo,7
36616,Saving Faith,2017,105,Comedy,1,actress,5.3,51,Jenn Gotzon,5
36617,Saving Faith,2017,105,Comedy,2,actor,5.3,51,Jim E. Chandler,7
36624,Psychopaths,2017,85,Horror,1,actress,4.1,694,Ashley Bell,0
36625,Psychopaths,2017,85,Horror,2,actor,4.1,694,James Landry Hébert,0
36640,Interlude,2016,80,Drama,1,actor,6.1,14,Patricio Aramburu,7
36641,Interlude,2016,80,Drama,2,actress,6.1,14,Lucía Araoz de Cea,5
36656,The Forgiven,2016,98,Drama,1,actress,5.6,11,Donna Adja,5
36657,The Forgiven,2016,98,Drama,2,actor,5.6,11,Zion Akande,7
36658,Shattered,2017,90,Thriller,1,actress,5.4,535,Molly Burnett,5
36659,Shattered,2017,90,Thriller,2,actor,5.4,535,Ray Wise,0
36666,Daughter,2016,103,Drama,1,actor,6.1,1130,Farhad Aslani,7
36667,Daughter,2016,103,Drama,2,actress,6.1,1130,Merila Zare'i,5
36674,Inheritance,2017,75,Drama,1,actress,3.9,298,Jessica Kaye,0
36675,Inheritance,2017,75,Drama,2,actor,3.9,298,Mark Webber,0
36694,Cargo,2017,91,Drama,1,actor,6.4,450,Sam Louwyck,7
36695,Cargo,2017,91,Drama,2,actor,6.4,450,Wim Willaert,7
36704,Coming Home,2017,90,Drama,1,actress,5.7,32,Amy Comer,5
36705,Coming Home,2017,90,Drama,2,actor,5.7,32,Keith Goff,7
36712,Unbridled,2017,115,Drama,1,actor,7.0,104,Eric Roberts,3
36713,Unbridled,2017,115,Drama,2,actor,7.0,104,T.C. Stallings,3
36746,Ash,2019,104,Drama,1,actress,5.7,293,Chelah Horsdal,5
36747,Ash,2019,104,Drama,2,actor,5.7,293,Tim Guinee,7
36754,7 Years,2016,77,Drama,1,actress,6.7,4883,Juana Acosta,5
36755,7 Years,2016,77,Drama,2,actor,6.7,4883,Alex Brendemühl,7
36772,Happy Wedding,2016,128,Comedy,1,actor,7.1,1653,Siju Wilson,3
36773,Happy Wedding,2016,128,Comedy,2,actor,7.1,1653,Sharafudheen,3
36824,Trust,2018,92,Drama,1,actress,6.6,102,SuzanMarie,5
36825,Trust,2018,92,Drama,2,actor,6.6,102,Jeff Crabtree,7
36852,Rage,2018,84,Drama,1,actress,7.0,268,Isabel Ruth,5
36853,Rage,2018,84,Drama,2,actress,7.0,268,Leonor Silveira,5
36879,Stuck,2018,100,Comedy,1,actor,5.5,148,Joel McHale,7
36880,Stuck,2018,100,Comedy,2,actress,5.5,148,Heather Matarazzo,5
36939,Chasing the Sun,2018,83,Comedy,1,actor,8.0,9,Art Hall,7
36940,Chasing the Sun,2018,83,Comedy,2,actor,8.0,9,Jayson Gladstone,7
37033,Night Shift,2021,99,Comedy,1,actor,4.8,147,Jesse Morton,0
37034,Night Shift,2021,99,Comedy,2,actress,4.8,147,Georgia Walters,0
37045,Stuck,2019,84,Drama,1,actor,8.8,18,Austin Tindle,7
37046,Stuck,2019,84,Drama,2,actor,8.8,18,Robert McCollum,7
37053,The Harvesters,2017,91,Horror,1,actress,3.2,76,Alissa Ford,0
37054,The Harvesters,2017,91,Horror,2,actor,3.2,76,Adam Hampton,0
37107,The Night,2016,136,Drama,1,actor,3.9,281,Edgardo Castro,3
37108,The Night,2016,136,Drama,2,actress,3.9,281,Paula Ituriza,3
37121,Spiral,2018,90,Thriller,1,actor,4.6,87,Anthony Stratton,0
37122,Spiral,2018,90,Thriller,2,actor,4.6,87,Michael Vlamis,0
37127,Laughter,2020,124,Drama,1,actress,6.4,132,Christine Beaulieu,3
37128,Laughter,2020,124,Drama,2,actor,6.4,132,Alexandre Landry,3
37189,Siblings,2016,112,Drama,1,actress,7.1,39,Isolde Barth,3
37190,Siblings,2016,112,Drama,2,actor,7.1,39,Timon Brandmeier,3
37266,The Howling,2017,83,Horror,1,actress,2.7,263,Elizabeth Saint,0
37267,The Howling,2017,83,Horror,2,actress,2.7,263,Wendy Morgan,0
37274,Inversion,2016,84,Drama,1,actress,6.3,583,Sahar Dolatshahi,5
37275,Inversion,2016,84,Drama,2,actor,6.3,583,Ali Mosaffa,7
37286,Darling,2017,103,Drama,1,actress,6.1,314,Danica Curcic,5
37287,Darling,2017,103,Drama,2,actor,6.1,314,Gustaf Skarsgård,7
37338,The Aspern Papers,2018,90,Drama,1,actor,4.5,725,Jonathan Rhys Meyers,0
37339,The Aspern Papers,2018,90,Drama,2,actress,4.5,725,Vanessa Redgrave,0
37394,Hair,2016,78,Drama,1,actress,6.4,18,Shirin Akhlaghi,5
37395,Hair,2016,78,Drama,2,actress,6.4,18,Zahra Bakhtiyari,5
37408,Bully,2018,83,Comedy,1,actor,5.7,368,Tucker Albrizzi,7
37409,Bully,2018,83,Comedy,2,actor,5.7,368,Ron Canada,7
37418,The Butcher,2016,75,Horror,1,actress,7.7,35,Kay Baun,5
37419,The Butcher,2016,75,Horror,2,actress,7.7,35,Elizabeth Becker,5
37438,A Midsummer Night's Dream,2017,106,Comedy,1,actor,6.8,15,Aaron Andrade,7
37439,A Midsummer Night's Dream,2017,106,Comedy,2,actress,6.8,15,Anna Rizzo,5
37442,Trap,2015,107,Drama,1,actress,6.4,74,Han Je-in,5
37443,Trap,2015,107,Drama,2,actor,6.4,74,Na Sang-Gyoo,7
37464,Tenderness,2017,110,Drama,1,actor,6.4,1190,Elio Germano,3
37465,Tenderness,2017,110,Drama,2,actress,6.4,1190,Giovanna Mezzogiorno,5
37518,Bad Blood,2017,90,Thriller,1,actor,4.4,182,Xavier Samuel,0
37519,Bad Blood,2017,90,Thriller,2,actress,4.4,182,Morgan Griffin,0
37520,The Hunt,2016,93,Thriller,1,actor,5.2,184,Sung-Ki Ahn,0
37521,The Hunt,2016,93,Thriller,2,actress,5.2,184,Yeri Han,0
37534,The Institute,2017,98,Thriller,1,actress,4.1,2860,Allie Gallerani,0
37535,The Institute,2017,98,Thriller,2,actor,4.1,2860,James Franco,0
37584,The Trial,2018,118,Drama,1,actress,7.5,16,Tomoko Hayakawa,3
37585,The Trial,2018,118,Drama,2,actor,7.5,16,Ichi Omiya,3
37594,Let There Be Light,2017,100,Drama,1,actor,4.7,2791,Kevin Sorbo,0
37595,Let There Be Light,2017,100,Drama,2,actress,4.7,2791,Sam Sorbo,5
37616,Charlotte,2021,92,Animation,1,actress,6.2,54,Keira Knightley,5
37617,Charlotte,2021,92,Animation,2,actress,6.2,54,Marion Cotillard,5
37638,1945,2017,91,Drama,1,actor,7.1,3839,Péter Rudolf,7
37639,1945,2017,91,Drama,2,actor,7.1,3839,Bence Tasnádi,7
37718,The Castle,2016,91,Drama,1,director,4.9,13,Konstantin Seliverstov,0
37737,Sacrilege,2017,96,Horror,1,actor,3.3,327,Kim Baptiste,0
37738,Sacrilege,2017,96,Horror,2,actress,3.3,327,Megan Few,0
37827,They,2017,80,Drama,1,actor,4.6,548,Rhys Fehrenbacher,0
37828,They,2017,80,Drama,2,actor,4.6,548,Kooyar Hosseini Golkou,0
37829,The Student,2017,90,Thriller,1,actress,4.4,720,Alicia Leigh Willis,0
37830,The Student,2017,90,Thriller,2,actor,4.4,720,Blake Michael,0
37839,Eden,2020,153,Drama,1,actress,6.1,174,Lana Baric,3
37840,Eden,2020,153,Drama,2,actor,6.1,174,Daan Stuyven,3
37867,The Runner,2021,102,Thriller,1,actress,4.5,33,Elisabeth Röhm,0
37868,The Runner,2021,102,Thriller,2,actor,4.5,33,Eric Balfour,0
37887,Ordinary People,2016,107,Drama,1,actor,7.3,498,Ronwaldo Martin,7
37888,Ordinary People,2016,107,Drama,2,actress,7.3,498,Hasmine Killip,5
37908,Hunting Season,2017,105,Drama,1,actor,6.2,522,Germán Palacios,7
37909,Hunting Season,2017,105,Drama,2,actor,6.2,522,Lautaro Bettoni,7
37932,Tunnel,2016,126,Drama,1,actor,6.8,8497,Ha Jung-woo,3
37933,Tunnel,2016,126,Drama,2,actress,6.8,8497,Bae Doona,3
37934,The Hunting,2017,89,Drama,1,actor,5.0,1746,Nate Alger,7
37935,The Hunting,2017,89,Drama,2,actor,5.0,1746,Jared Patrick Burkett,7
37994,Werewolf,2016,80,Drama,1,actor,6.1,515,Andrew Gillis,7
37995,Werewolf,2016,80,Drama,2,actor,6.1,515,Bhreagh MacNeil,7
38004,Wildlife,2018,105,Drama,1,actor,6.8,28203,Ed Oxenbould,7
38005,Wildlife,2018,105,Drama,2,actor,6.8,28203,Jake Gyllenhaal,7
38008,Devotion,2018,80,Drama,1,actor,7.1,7,Justin Basiner,7
38009,Devotion,2018,80,Drama,2,actress,7.1,7,Elisabeth Baulitz,5
38016,Jesus,2016,85,Drama,1,actor,5.8,408,Nicolás Durán,7
38017,Jesus,2016,85,Drama,2,actor,5.8,408,Alejandro Goic,7
38044,The Possessed,2016,110,Horror,1,actor,6.6,242,Tianwen Dong,3
38045,The Possessed,2016,110,Horror,2,actress,6.6,242,Jia He,5
38048,Unhinged,2017,93,Horror,1,actress,3.9,1394,Kate Lister,0
38049,Unhinged,2017,93,Horror,2,actress,3.9,1394,Lucy-Jane Quinlan,0
38064,The Garden,2017,97,Drama,1,actress,6.4,237,Katja Brenner,5
38065,The Garden,2017,97,Drama,2,actor,6.4,237,Jonathan Bähr,7
38080,Echo,2016,93,Drama,1,actress,6.9,29,Klara Höfels,5
38081,Echo,2016,93,Drama,2,actor,6.9,29,Selman Jusufi,7
38094,Girl from Nowhere,2016,90,Thriller,1,director,6.0,11,Mark Jackson,5
38095,The Flood,2019,99,Drama,1,actress,5.4,919,Lena Headey,5
38096,The Flood,2019,99,Drama,2,actress,5.4,919,Amira Ghazalla,5
38182,In the Dark,2005,93,Horror,1,actor,4.9,20,Bill Hall,4
38183,In the Dark,2005,93,Horror,2,actor,4.9,20,Bret Granato,4
38184,High Society,2017,100,Comedy,1,actor,5.2,1150,Jannis Niewöhner,0
38185,High Society,2017,100,Comedy,2,actress,5.2,1150,Emilia Schüle,5
38186,The Beast,2016,72,Thriller,1,actor,6.0,79,Joshua Copeland,7
38187,The Beast,2016,72,Thriller,2,actress,6.0,79,Francesca Eve,5
38194,Relentless,2020,73,Drama,1,actress,3.8,106,Rachel Weber,0
38195,Relentless,2020,73,Drama,2,actress,3.8,106,Anna Hickey,0
38200,The Trap,2019,90,Comedy,1,actor,4.3,1597,T.I.,0
38201,The Trap,2019,90,Comedy,2,actor,4.3,1597,Mike Epps,0
38202,Columbus,2017,104,Drama,1,actor,7.2,16985,John Cho,7
38203,Columbus,2017,104,Drama,2,actress,7.2,16985,Haley Lu Richardson,5
38214,The Game Changer,2017,140,Action,1,actress,5.4,226,Ja-Hyeon Chu,3
38215,The Game Changer,2017,140,Action,2,actress,5.4,226,Bextiyar Gülnezer,3
38228,The Net,2016,114,Drama,1,actor,7.3,3704,Seung-beom Ryu,3
38229,The Net,2016,114,Drama,2,actor,7.3,3704,Lee Won-geun,3
38252,Unexpected Race,2018,92,Drama,1,actor,4.8,72,James Alexander,0
38253,Unexpected Race,2018,92,Drama,2,actor,4.8,72,Micah Dahl Anderson,0
38266,Swingers,2016,85,Comedy,1,actor,6.5,532,Intars Resetins,7
38267,Swingers,2016,85,Comedy,2,actress,6.5,532,Kristine Nevarauska,5
38280,Elsewhere,2017,85,Drama,1,actor,6.1,11,Nick Vergara,7
38281,Elsewhere,2017,85,Drama,2,actress,6.1,11,Katy Wright-Mead,5
38282,Obsession,2019,90,Thriller,1,actor,5.0,649,Mekhi Phifer,0
38283,Obsession,2019,90,Thriller,2,actress,5.0,649,Elika Portnoy,0
38308,The Moment,2016,89,Drama,1,actress,6.4,54,Dada Chan,5
38309,The Moment,2016,89,Drama,2,actress,6.4,54,Siu-Ha Chan,5
38320,Apparition,2019,83,Horror,1,actress,3.1,895,Mena Suvari,0
38321,Apparition,2019,83,Horror,2,actor,3.1,895,Kevin Pollak,0
38346,Mad World,2016,101,Drama,1,actor,7.2,1890,Shawn Yue,7
38347,Mad World,2016,101,Drama,2,actor,7.2,1890,Eric Tsang,7
38400,Scorn,2020,71,Drama,1,actress,4.5,106,Lindsley Register,0
38401,Scorn,2020,71,Drama,2,actor,4.5,106,Alexander McPherson,0
38440,The Escape,2017,101,Drama,1,actress,5.9,2157,Gemma Arterton,5
38441,The Escape,2017,101,Drama,2,actor,5.9,2157,Dominic Cooper,7
38460,Unwanted,2017,73,Horror,1,actress,3.5,166,Wynter Fielder,0
38461,Unwanted,2017,73,Horror,2,actress,3.5,166,Julia Foster,0
38462,Stray,2018,104,Drama,1,actress,6.0,314,Luciane Buchanan,5
38463,Stray,2018,104,Drama,2,actor,6.0,314,Kieran Charnock,7
38496,7 Minutes,2016,88,Drama,1,actress,6.6,579,Cristiana Capotondi,5
38497,7 Minutes,2016,88,Drama,2,actress,6.6,579,Ambra Angiolini,5
38520,Justine,2016,93,Drama,1,actress,6.2,22,Amy Hesketh,5
38521,Justine,2016,93,Drama,2,actress,6.2,22,Mila Joya,5
38524,Hooked,2017,92,Drama,1,actor,4.9,587,Conor Donnally,7
38525,Hooked,2017,92,Drama,2,actor,4.9,587,Sean Ormond,7
38526,Brotherly Love,2017,118,Drama,1,actor,4.7,214,Anthony J. Caruso,3
38527,Brotherly Love,2017,118,Drama,2,actor,4.7,214,Derek Babb,3
38584,The Family,2017,82,Drama,1,actor,6.7,432,Giovanni García,7
38585,The Family,2017,82,Drama,2,actor,6.7,432,Reggie Reyes,7
38588,The Sacrifice,2017,98,Drama,1,actor,5.3,101,Alex Betancour,7
38589,The Sacrifice,2017,98,Drama,2,actor,5.3,101,Andrés Castañeda,7
38598,Together,2018,84,Romance,1,actor,7.3,70,Peter Bowles,7
38599,Together,2018,84,Romance,2,actress,7.3,70,Sylvia Syms,5
38600,Nomad,2018,83,Drama,1,actor,4.2,13,Alex Alessi,0
38601,Nomad,2018,83,Drama,2,actor,4.2,13,Austin Gelfman,0
38602,Bastard,2016,97,Drama,1,actor,6.0,48,Eppu Pastinen,7
38603,Bastard,2016,97,Drama,2,actress,6.0,48,Krista Hannula,5
38613,The Basement,2018,88,Horror,1,actor,4.3,5065,Jackson Davis,0
38614,The Basement,2018,88,Horror,2,actor,4.3,5065,Cayleb Long,0
38709,Comeback,2016,89,Drama,1,actor,6.9,139,Nelson Xavier,7
38710,Comeback,2016,89,Drama,2,actor,6.9,139,Wellington Abreu,7
38729,Fang,2018,74,Horror,1,actress,4.4,92,Melantha Blackthorne,0
38730,Fang,2018,74,Horror,2,actor,4.4,92,Gregory Blair,0
38733,Waiting for the Barbarians,2019,112,Drama,1,actor,6.0,10556,Mark Rylance,3
38734,Waiting for the Barbarians,2019,112,Drama,2,actor,6.0,10556,Johnny Depp,3
38743,Zoo,2018,100,Drama,1,actor,5.7,95,Shashank Arora,7
38744,Zoo,2018,100,Drama,2,actor,5.7,95,Prince Daniel,7
38745,Duplicity,2017,71,Mystery,1,actor,7.8,12,Benjamin Mehr,7
38746,Duplicity,2017,71,Mystery,2,actor,7.8,12,Andrew Wright,7
38749,It's Just a Game,2018,70,Horror,1,actress,4.4,111,Hannah Cohen-Lawlor,0
38750,It's Just a Game,2018,70,Horror,2,actress,4.4,111,Leah Hudspeth,0
38790,The Test,2022,87,Horror,1,actor,8.2,6,David J Biscoe,7
38791,The Test,2022,87,Horror,2,actor,8.2,6,Zane Casablanca,7
38841,The Believer,2021,91,Horror,1,actor,3.9,388,Aidan Bristow,0
38842,The Believer,2021,91,Horror,2,actress,3.9,388,Sophie Kargman,0
38845,Demons,2017,105,Horror,1,actor,4.3,3204,John Schneider,0
38846,Demons,2017,105,Horror,2,actor,4.3,3204,Andrew Divoff,0
38849,The Gateway,2018,90,Sci-Fi,1,actress,5.5,5476,Jacqueline McKenzie,5
38850,The Gateway,2018,90,Sci-Fi,2,actor,5.5,5476,Myles Pollard,7
38855,Strings,2018,103,Drama,1,actor,6.3,81,Jason Michael Carroll,7
38856,Strings,2018,103,Drama,2,actress,6.3,81,Katie Garfield,5
38890,Daddy Cool,2017,97,Comedy,1,actor,5.7,887,Vincent Elbaz,7
38891,Daddy Cool,2017,97,Comedy,2,actress,5.7,887,Laurence Arné,5
38942,Invitation,2017,78,Drama,1,actress,4.4,45,Mitra Hajjar,0
38943,Invitation,2017,78,Drama,2,actor,4.4,45,Hamid Reza Azarang,0
38948,Sister,2016,90,Drama,1,actress,6.9,18,Golab Adineh,5
38949,Sister,2016,90,Drama,2,actor,6.9,18,Hamid Reza Azarang,7
38954,Family,2017,101,Drama,1,actress,6.4,72,Mira Awad,5
38955,Family,2017,101,Drama,2,actress,6.4,72,Tommy Baremboem,5
38972,Driver,2017,87,Drama,1,actor,6.5,54,Moshe Folkenflick,7
38973,Driver,2017,87,Drama,2,actress,6.5,54,Manuel Elkaslassy,5
39045,Strange But True,2017,90,Drama,1,actor,6.0,97,Alberto Aguayo,7
39046,Strange But True,2017,90,Drama,2,actor,6.0,97,Carlos Alvarado,7
39053,Ride,2018,79,Thriller,1,actress,4.7,3441,Bella Thorne,0
39054,Ride,2018,79,Thriller,2,actor,4.7,3441,Jessie T. Usher,0
39081,Love Express,2016,155,Romance,1,actor,5.5,380,Mohammad Parvez Faruque,3
39082,Love Express,2016,155,Romance,2,actor,5.5,380,Jammy Banerjee,3
39087,Halloween Party,2019,92,Horror,1,actress,5.0,912,Amy Groening,0
39088,Halloween Party,2019,92,Horror,2,actor,5.0,912,T. Thomason,0
39089,Almost Home,2018,90,Drama,1,actor,5.0,156,Justin Baric,7
39090,Almost Home,2018,90,Drama,2,actor,5.0,156,David Alan Basche,7
39093,Followers,2017,82,Thriller,1,actress,3.9,334,Amanda Delaney,0
39094,Followers,2017,82,Thriller,2,actor,3.9,334,Justin Maina,0
39105,Faceless,2016,90,Action,1,actor,8.4,22,Humayoon Shams Khan,7
39106,Faceless,2016,90,Action,2,actor,8.4,22,Rahmatullah Khostai,7
39117,Selfie,2018,112,Thriller,1,actor,5.2,668,Konstantin Khabenskiy,3
39118,Selfie,2018,112,Thriller,2,actress,5.2,668,Yuliya Khlynina,5
39143,Camp,2008,81,Horror,1,actress,3.2,66,Yasmen Abaza,4
